session_key,player_key,game_key,timestamp,date,hour,day_of_week,week,month,is_weekend,platform,region,player_type,duration_mins
3938,56,8.0,2026-01-22 19:17:18.196005,2026-01-22,19,Thursday,4,1,False,Xbox Series X,North America,regular,66.0
3939,120,1.0,2026-01-22 19:20:18.196005,2026-01-22,19,Thursday,4,1,False,PC,Europe,hardcore,245.0
3940,256,,2026-01-22 19:21:18.196005,2026-01-22,19,Thursday,4,1,False,PlayStation 5,Asia,hardcore,164.0
3941,356,4.0,2026-01-22 19:24:18.196005,2026-01-22,19,Thursday,4,1,False,PC,Europe,hardcore,290.0
3942,279,9.0,2026-01-22 19:25:18.196005,2026-01-22,19,Thursday,4,1,False,PlayStation 5,Asia,hardcore,192.0
3943,16,4.0,2026-01-22 19:30:18.196005,2026-01-22,19,Thursday,4,1,False,PlayStation 5,Asia,casual,55.0
3944,152,,2026-01-22 19:31:18.196005,2026-01-22,19,Thursday,4,1,False,PC,Europe,hardcore,230.0
3945,383,1.0,2026-01-22 19:38:18.196005,2026-01-22,19,Thursday,4,1,False,Xbox Series X,North America,regular,102.0
3946,85,7.0,2026-01-22 19:44:18.196005,2026-01-22,19,Thursday,4,1,False,PlayStation 5,North America,regular,104.0
3947,205,7.0,2026-01-22 20:03:18.196005,2026-01-22,20,Thursday,4,1,False,Xbox Series X,South America,hardcore,257.0
3948,2,6.0,2026-01-22 20:06:18.196005,2026-01-22,20,Thursday,4,1,False,PC,North America,casual,48.0
3949,356,4.0,2026-01-22 20:14:18.196005,2026-01-22,20,Thursday,4,1,False,PC,Europe,hardcore,159.0
3950,214,,2026-01-22 20:16:18.196005,2026-01-22,20,Thursday,4,1,False,PlayStation 5,North America,hardcore,195.0
3951,191,3.0,2026-01-22 20:16:18.196005,2026-01-22,20,Thursday,4,1,False,PC,North America,hardcore,141.0
3952,3,4.0,2026-01-22 20:20:18.196005,2026-01-22,20,Thursday,4,1,False,PC,South America,hardcore,240.0
3953,371,4.0,2026-01-22 20:21:18.196005,2026-01-22,20,Thursday,4,1,False,PlayStation 5,North America,regular,91.0
3954,259,9.0,2026-01-22 20:21:18.196005,2026-01-22,20,Thursday,4,1,False,PC,North America,hardcore,134.0
3955,224,6.0,2026-01-22 20:25:18.196005,2026-01-22,20,Thursday,4,1,False,Xbox Series X,Europe,regular,98.0
3956,311,,2026-01-22 20:30:18.196005,2026-01-22,20,Thursday,4,1,False,Xbox Series X,Asia,regular,66.0
3957,310,7.0,2026-01-22 20:33:18.196005,2026-01-22,20,Thursday,4,1,False,PC,North America,regular,60.0
3958,25,10.0,2026-01-22 20:34:18.196005,2026-01-22,20,Thursday,4,1,False,PC,Europe,casual,23.0
3959,395,1.0,2026-01-22 20:36:18.196005,2026-01-22,20,Thursday,4,1,False,PC,Europe,hardcore,231.0
3960,34,6.0,2026-01-22 20:44:18.196005,2026-01-22,20,Thursday,4,1,False,Xbox Series X,South America,casual,29.0
3961,106,1.0,2026-01-22 20:44:18.196005,2026-01-22,20,Thursday,4,1,False,Xbox Series X,Europe,casual,34.0
3962,63,7.0,2026-01-22 20:45:18.196005,2026-01-22,20,Thursday,4,1,False,PC,Asia,hardcore,114.0
3963,334,,2026-01-22 20:58:18.196005,2026-01-22,20,Thursday,4,1,False,PlayStation 5,Asia,hardcore,147.0
3964,315,3.0,2026-01-22 20:59:18.196005,2026-01-22,20,Thursday,4,1,False,PC,Asia,regular,114.0
3965,152,,2026-01-22 21:21:18.196005,2026-01-22,21,Thursday,4,1,False,PC,Europe,hardcore,266.0
3966,337,3.0,2026-01-22 21:23:18.196005,2026-01-22,21,Thursday,4,1,False,Xbox Series X,North America,hardcore,258.0
3967,165,,2026-01-22 21:26:18.196005,2026-01-22,21,Thursday,4,1,False,PC,Europe,casual,50.0
3968,173,7.0,2026-01-22 21:36:18.196005,2026-01-22,21,Thursday,4,1,False,PC,Europe,regular,76.0
3969,377,10.0,2026-01-22 21:36:18.196005,2026-01-22,21,Thursday,4,1,False,PlayStation 5,North America,regular,110.0
3970,241,,2026-01-22 21:40:18.196005,2026-01-22,21,Thursday,4,1,False,Xbox Series X,Asia,casual,27.0
3971,135,,2026-01-22 21:41:18.196005,2026-01-22,21,Thursday,4,1,False,Xbox Series X,North America,regular,74.0
3972,116,,2026-01-22 21:43:18.196005,2026-01-22,21,Thursday,4,1,False,PC,Europe,casual,44.0
3973,325,6.0,2026-01-22 21:45:18.196005,2026-01-22,21,Thursday,4,1,False,Xbox Series X,Europe,regular,91.0
3974,235,7.0,2026-01-22 21:48:18.196005,2026-01-22,21,Thursday,4,1,False,PlayStation 5,Europe,casual,45.0
3975,183,3.0,2026-01-22 21:58:18.196005,2026-01-22,21,Thursday,4,1,False,PC,Europe,regular,64.0
3976,6,10.0,2026-01-22 21:58:18.196005,2026-01-22,21,Thursday,4,1,False,PlayStation 5,North America,hardcore,129.0
3977,203,7.0,2026-01-22 21:58:18.196005,2026-01-22,21,Thursday,4,1,False,PlayStation 5,Europe,hardcore,228.0
3978,80,3.0,2026-01-22 22:02:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,North America,regular,100.0
3979,111,9.0,2026-01-22 22:14:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Asia,hardcore,241.0
3980,152,,2026-01-22 22:15:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Europe,hardcore,210.0
3981,96,9.0,2026-01-22 22:19:18.196005,2026-01-22,22,Thursday,4,1,False,PC,North America,hardcore,225.0
3982,372,,2026-01-22 22:21:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,North America,regular,78.0
3983,137,4.0,2026-01-22 22:25:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,North America,hardcore,201.0
3984,360,9.0,2026-01-22 22:26:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,Asia,hardcore,205.0
3985,72,7.0,2026-01-22 22:28:18.196005,2026-01-22,22,Thursday,4,1,False,PC,North America,regular,77.0
3986,109,4.0,2026-01-22 22:28:18.196005,2026-01-22,22,Thursday,4,1,False,PC,North America,regular,90.0
3987,243,,2026-01-22 22:29:18.196005,2026-01-22,22,Thursday,4,1,False,PC,North America,hardcore,166.0
3988,395,1.0,2026-01-22 22:29:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Europe,hardcore,202.0
3989,396,3.0,2026-01-22 22:30:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,Europe,regular,108.0
3990,280,1.0,2026-01-22 22:33:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Europe,hardcore,262.0
3991,95,6.0,2026-01-22 22:38:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,North America,casual,28.0
3992,13,10.0,2026-01-22 22:39:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,Oceania,regular,108.0
3993,383,1.0,2026-01-22 22:40:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,North America,regular,63.0
3994,284,1.0,2026-01-22 22:43:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,South America,regular,109.0
3995,195,4.0,2026-01-22 22:44:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,Oceania,hardcore,208.0
3996,367,,2026-01-22 22:46:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,Asia,hardcore,151.0
3997,68,3.0,2026-01-22 22:50:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,North America,regular,53.0
3998,243,,2026-01-22 22:51:18.196005,2026-01-22,22,Thursday,4,1,False,PC,North America,hardcore,299.0
3999,337,3.0,2026-01-22 22:51:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,North America,hardcore,175.0
4000,165,,2026-01-22 22:52:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Europe,casual,53.0
4001,399,10.0,2026-01-22 22:54:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,Europe,hardcore,289.0
4002,183,3.0,2026-01-22 22:56:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Europe,regular,58.0
4003,179,3.0,2026-01-22 22:57:18.196005,2026-01-22,22,Thursday,4,1,False,Xbox Series X,North America,casual,42.0
4004,254,8.0,2026-01-22 22:58:18.196005,2026-01-22,22,Thursday,4,1,False,PC,Asia,regular,103.0
4005,137,4.0,2026-01-22 22:59:18.196005,2026-01-22,22,Thursday,4,1,False,PlayStation 5,North America,hardcore,233.0
4006,181,10.0,2026-01-22 23:01:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,South America,casual,22.0
4007,363,8.0,2026-01-22 23:02:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,South America,hardcore,211.0
4008,127,10.0,2026-01-22 23:03:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,Asia,hardcore,256.0
4009,355,1.0,2026-01-22 23:04:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,hardcore,241.0
4010,109,4.0,2026-01-22 23:05:18.196005,2026-01-22,23,Thursday,4,1,False,PC,North America,regular,47.0
4011,9,4.0,2026-01-22 23:10:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,Asia,casual,24.0
4012,354,6.0,2026-01-22 23:17:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,casual,53.0
4013,395,1.0,2026-01-22 23:20:18.196005,2026-01-22,23,Thursday,4,1,False,PC,Europe,hardcore,109.0
4014,25,10.0,2026-01-22 23:22:18.196005,2026-01-22,23,Thursday,4,1,False,PC,Europe,casual,23.0
4015,323,6.0,2026-01-22 23:28:18.196005,2026-01-22,23,Thursday,4,1,False,PC,North America,casual,28.0
4016,387,1.0,2026-01-22 23:31:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,regular,76.0
4017,409,4.0,2026-01-22 23:39:18.196005,2026-01-22,23,Thursday,4,1,False,PC,Asia,hardcore,286.0
4018,197,,2026-01-22 23:39:18.196005,2026-01-22,23,Thursday,4,1,False,PlayStation 5,Europe,hardcore,156.0
4019,268,6.0,2026-01-22 23:42:18.196005,2026-01-22,23,Thursday,4,1,False,PC,North America,hardcore,263.0
4020,12,,2026-01-22 23:42:18.196005,2026-01-22,23,Thursday,4,1,False,PlayStation 5,Europe,hardcore,95.0
4021,355,1.0,2026-01-22 23:47:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,hardcore,167.0
4022,167,10.0,2026-01-22 23:50:18.196005,2026-01-22,23,Thursday,4,1,False,PC,North America,regular,50.0
4023,266,3.0,2026-01-22 23:51:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,regular,88.0
4024,282,1.0,2026-01-22 23:53:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,regular,103.0
4025,38,6.0,2026-01-22 23:55:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,North America,regular,116.0
4026,94,,2026-01-22 23:59:18.196005,2026-01-22,23,Thursday,4,1,False,PC,Asia,regular,108.0
4027,433,,2026-01-22 23:59:18.196005,2026-01-22,23,Thursday,4,1,False,Xbox Series X,Asia,regular,83.0
4028,84,6.0,2026-01-23 00:04:18.196005,2026-01-23,0,Friday,4,1,False,PlayStation 5,Asia,hardcore,288.0
4029,263,9.0,2026-01-23 00:11:18.196005,2026-01-23,0,Friday,4,1,False,Xbox Series X,Asia,regular,102.0
4030,195,4.0,2026-01-23 00:23:18.196005,2026-01-23,0,Friday,4,1,False,PlayStation 5,Oceania,hardcore,266.0
4031,260,9.0,2026-01-23 00:33:18.196005,2026-01-23,0,Friday,4,1,False,Xbox Series X,North America,hardcore,253.0
4032,28,,2026-01-23 00:34:18.196005,2026-01-23,0,Friday,4,1,False,PC,Oceania,hardcore,291.0
4033,153,,2026-01-23 00:36:18.196005,2026-01-23,0,Friday,4,1,False,PC,South America,hardcore,184.0
4034,405,10.0,2026-01-23 00:42:18.196005,2026-01-23,0,Friday,4,1,False,Xbox Series X,Asia,hardcore,116.0
4035,395,1.0,2026-01-23 00:46:18.196005,2026-01-23,0,Friday,4,1,False,PC,Europe,hardcore,278.0
4036,126,4.0,2026-01-23 00:49:18.196005,2026-01-23,0,Friday,4,1,False,PC,North America,regular,81.0
4037,268,6.0,2026-01-23 00:49:18.196005,2026-01-23,0,Friday,4,1,False,PC,North America,hardcore,211.0
4038,6,10.0,2026-01-23 00:54:18.196005,2026-01-23,0,Friday,4,1,False,PlayStation 5,North America,hardcore,287.0
4039,227,6.0,2026-01-23 00:54:18.196005,2026-01-23,0,Friday,4,1,False,Xbox Series X,Europe,regular,84.0
4040,203,7.0,2026-01-23 00:57:18.196005,2026-01-23,0,Friday,4,1,False,PlayStation 5,Europe,hardcore,284.0
4041,264,,2026-01-23 00:59:18.196005,2026-01-23,0,Friday,4,1,False,PlayStation 5,Oceania,regular,82.0
4042,219,8.0,2026-01-23 01:00:18.196005,2026-01-23,1,Friday,4,1,False,PC,Europe,hardcore,286.0
4043,420,,2026-01-23 01:00:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,North America,casual,32.0
4044,297,10.0,2026-01-23 01:02:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,North America,hardcore,139.0
4045,356,4.0,2026-01-23 01:06:18.196005,2026-01-23,1,Friday,4,1,False,PC,Europe,hardcore,262.0
4046,292,7.0,2026-01-23 01:07:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,Europe,hardcore,90.0
4047,205,7.0,2026-01-23 01:08:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,South America,hardcore,97.0
4048,315,3.0,2026-01-23 01:08:18.196005,2026-01-23,1,Friday,4,1,False,PC,Asia,regular,68.0
4049,72,7.0,2026-01-23 01:12:18.196005,2026-01-23,1,Friday,4,1,False,PC,North America,regular,47.0
4050,304,7.0,2026-01-23 01:14:18.196005,2026-01-23,1,Friday,4,1,False,PlayStation 5,North America,hardcore,188.0
4051,395,1.0,2026-01-23 01:14:18.196005,2026-01-23,1,Friday,4,1,False,PC,Europe,hardcore,219.0
4052,324,10.0,2026-01-23 01:22:18.196005,2026-01-23,1,Friday,4,1,False,PC,Europe,regular,61.0
4053,433,,2026-01-23 01:28:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,Asia,regular,67.0
4054,109,4.0,2026-01-23 01:31:18.196005,2026-01-23,1,Friday,4,1,False,PC,North America,regular,70.0
4055,46,4.0,2026-01-23 01:32:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,North America,regular,48.0
4056,330,8.0,2026-01-23 01:32:18.196005,2026-01-23,1,Friday,4,1,False,Xbox Series X,North America,hardcore,154.0
4057,119,4.0,2026-01-23 01:40:18.196005,2026-01-23,1,Friday,4,1,False,PlayStation 5,North America,casual,48.0
4058,74,1.0,2026-01-23 01:44:18.196005,2026-01-23,1,Friday,4,1,False,PC,Europe,regular,96.0
4059,30,6.0,2026-01-23 01:52:18.196005,2026-01-23,1,Friday,4,1,False,PlayStation 5,Europe,casual,30.0
4060,259,9.0,2026-01-23 01:55:18.196005,2026-01-23,1,Friday,4,1,False,PC,North America,hardcore,265.0
4061,174,6.0,2026-01-23 02:00:18.196005,2026-01-23,2,Friday,4,1,False,PC,South America,hardcore,146.0
4062,371,4.0,2026-01-23 02:05:18.196005,2026-01-23,2,Friday,4,1,False,PlayStation 5,North America,regular,51.0
4063,429,6.0,2026-01-23 02:08:18.196005,2026-01-23,2,Friday,4,1,False,Xbox Series X,Europe,regular,115.0
4064,223,6.0,2026-01-23 02:14:18.196005,2026-01-23,2,Friday,4,1,False,Xbox Series X,North America,regular,119.0
4065,109,4.0,2026-01-23 02:15:18.196005,2026-01-23,2,Friday,4,1,False,PC,North America,regular,56.0
4066,283,8.0,2026-01-23 02:21:18.196005,2026-01-23,2,Friday,4,1,False,PlayStation 5,Europe,regular,57.0
4067,197,,2026-01-23 02:24:18.196005,2026-01-23,2,Friday,4,1,False,PlayStation 5,Europe,hardcore,243.0
4068,215,10.0,2026-01-23 02:27:18.196005,2026-01-23,2,Friday,4,1,False,PC,Europe,regular,104.0
4069,48,6.0,2026-01-23 02:27:18.196005,2026-01-23,2,Friday,4,1,False,Xbox Series X,Europe,regular,92.0
4070,70,6.0,2026-01-23 02:29:18.196005,2026-01-23,2,Friday,4,1,False,Xbox Series X,North America,regular,47.0
4071,111,9.0,2026-01-23 02:31:18.196005,2026-01-23,2,Friday,4,1,False,PC,Asia,hardcore,189.0
4072,283,8.0,2026-01-23 02:39:18.196005,2026-01-23,2,Friday,4,1,False,PlayStation 5,Europe,regular,89.0
4073,386,9.0,2026-01-23 02:45:18.196005,2026-01-23,2,Friday,4,1,False,PC,North America,casual,28.0
4074,183,3.0,2026-01-23 02:50:18.196005,2026-01-23,2,Friday,4,1,False,PC,Europe,regular,72.0
4075,142,8.0,2026-01-23 03:00:18.196005,2026-01-23,3,Friday,4,1,False,Xbox Series X,Asia,regular,104.0
4076,291,1.0,2026-01-23 03:02:18.196005,2026-01-23,3,Friday,4,1,False,PlayStation 5,South America,regular,79.0
4077,195,4.0,2026-01-23 03:02:18.196005,2026-01-23,3,Friday,4,1,False,PlayStation 5,Oceania,hardcore,220.0
4078,156,,2026-01-23 03:04:18.196005,2026-01-23,3,Friday,4,1,False,PC,Europe,hardcore,257.0
4079,121,8.0,2026-01-23 03:05:18.196005,2026-01-23,3,Friday,4,1,False,PC,North America,regular,101.0
4080,337,3.0,2026-01-23 03:10:18.196005,2026-01-23,3,Friday,4,1,False,Xbox Series X,North America,hardcore,218.0
4081,4,,2026-01-23 03:16:18.196005,2026-01-23,3,Friday,4,1,False,Xbox Series X,South America,regular,93.0
4082,158,3.0,2026-01-23 03:16:18.196005,2026-01-23,3,Friday,4,1,False,PlayStation 5,North America,casual,20.0
4083,270,4.0,2026-01-23 03:17:18.196005,2026-01-23,3,Friday,4,1,False,PlayStation 5,Europe,regular,87.0
4084,111,9.0,2026-01-23 11:38:18.196005,2026-01-23,11,Friday,4,1,False,PC,Asia,hardcore,274.0
4085,341,9.0,2026-01-23 11:43:18.196005,2026-01-23,11,Friday,4,1,False,PlayStation 5,North America,hardcore,233.0
4086,70,6.0,2026-01-23 11:44:18.196005,2026-01-23,11,Friday,4,1,False,Xbox Series X,North America,regular,101.0
4087,378,,2026-01-23 11:48:18.196005,2026-01-23,11,Friday,4,1,False,PC,North America,regular,62.0
4088,174,6.0,2026-01-23 11:59:18.196005,2026-01-23,11,Friday,4,1,False,PC,South America,hardcore,143.0
4089,174,6.0,2026-01-23 12:05:18.196005,2026-01-23,12,Friday,4,1,False,PC,South America,hardcore,143.0
4090,190,10.0,2026-01-23 12:05:18.196005,2026-01-23,12,Friday,4,1,False,Xbox Series X,North America,casual,23.0
4091,387,1.0,2026-01-23 12:08:18.196005,2026-01-23,12,Friday,4,1,False,Xbox Series X,North America,regular,46.0
4092,404,8.0,2026-01-23 12:11:18.196005,2026-01-23,12,Friday,4,1,False,PlayStation 5,North America,casual,22.0
4093,153,,2026-01-23 12:19:18.196005,2026-01-23,12,Friday,4,1,False,PC,South America,hardcore,133.0
4094,340,,2026-01-23 12:20:18.196005,2026-01-23,12,Friday,4,1,False,PlayStation 5,Europe,casual,50.0
4095,430,8.0,2026-01-23 12:36:18.196005,2026-01-23,12,Friday,4,1,False,PlayStation 5,Asia,regular,114.0
4096,385,3.0,2026-01-23 12:42:18.196005,2026-01-23,12,Friday,4,1,False,Xbox Series X,Europe,hardcore,268.0
4097,280,1.0,2026-01-23 12:44:18.196005,2026-01-23,12,Friday,4,1,False,PC,Europe,hardcore,274.0
4098,207,1.0,2026-01-23 12:49:18.196005,2026-01-23,12,Friday,4,1,False,PC,North America,regular,45.0
4099,391,9.0,2026-01-23 12:52:18.196005,2026-01-23,12,Friday,4,1,False,PC,Europe,regular,71.0
4100,366,,2026-01-23 12:54:18.196005,2026-01-23,12,Friday,4,1,False,PlayStation 5,North America,regular,83.0
4101,334,,2026-01-23 12:54:18.196005,2026-01-23,12,Friday,4,1,False,PlayStation 5,Asia,hardcore,195.0
4102,135,,2026-01-23 13:16:18.196005,2026-01-23,13,Friday,4,1,False,Xbox Series X,North America,regular,54.0
4103,336,9.0,2026-01-23 13:20:18.196005,2026-01-23,13,Friday,4,1,False,Xbox Series X,Asia,casual,55.0
4104,318,4.0,2026-01-23 13:29:18.196005,2026-01-23,13,Friday,4,1,False,PlayStation 5,South America,hardcore,195.0
4105,232,10.0,2026-01-23 13:31:18.196005,2026-01-23,13,Friday,4,1,False,PlayStation 5,North America,hardcore,187.0
4106,131,9.0,2026-01-23 13:34:18.196005,2026-01-23,13,Friday,4,1,False,Xbox Series X,Europe,regular,97.0
4107,106,1.0,2026-01-23 13:41:18.196005,2026-01-23,13,Friday,4,1,False,Xbox Series X,Europe,casual,53.0
4108,326,4.0,2026-01-23 14:11:18.196005,2026-01-23,14,Friday,4,1,False,PC,North America,hardcore,155.0
4109,63,7.0,2026-01-23 14:14:18.196005,2026-01-23,14,Friday,4,1,False,PC,Asia,hardcore,95.0
4110,403,6.0,2026-01-23 14:20:18.196005,2026-01-23,14,Friday,4,1,False,Xbox Series X,Asia,regular,71.0
4111,363,8.0,2026-01-23 14:22:18.196005,2026-01-23,14,Friday,4,1,False,Xbox Series X,South America,hardcore,287.0
4112,297,10.0,2026-01-23 14:24:18.196005,2026-01-23,14,Friday,4,1,False,Xbox Series X,North America,hardcore,298.0
4113,195,4.0,2026-01-23 14:26:18.196005,2026-01-23,14,Friday,4,1,False,PlayStation 5,Oceania,hardcore,122.0
4114,163,,2026-01-23 14:29:18.196005,2026-01-23,14,Friday,4,1,False,PC,North America,regular,58.0
4115,6,10.0,2026-01-23 14:36:18.196005,2026-01-23,14,Friday,4,1,False,PlayStation 5,North America,hardcore,169.0
4116,87,,2026-01-23 14:39:18.196005,2026-01-23,14,Friday,4,1,False,PC,Europe,hardcore,275.0
4117,214,,2026-01-23 14:45:18.196005,2026-01-23,14,Friday,4,1,False,PlayStation 5,North America,hardcore,289.0
4118,334,,2026-01-23 14:52:18.196005,2026-01-23,14,Friday,4,1,False,PlayStation 5,Asia,hardcore,156.0
4119,2,6.0,2026-01-23 14:54:18.196005,2026-01-23,14,Friday,4,1,False,PC,North America,casual,40.0
4120,315,3.0,2026-01-23 14:58:18.196005,2026-01-23,14,Friday,4,1,False,PC,Asia,regular,109.0
4121,414,6.0,2026-01-23 15:05:18.196005,2026-01-23,15,Friday,4,1,False,PC,Asia,casual,55.0
4122,21,9.0,2026-01-23 15:05:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,Europe,hardcore,220.0
4123,292,7.0,2026-01-23 15:06:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,Europe,hardcore,196.0
4124,270,4.0,2026-01-23 15:19:18.196005,2026-01-23,15,Friday,4,1,False,PlayStation 5,Europe,regular,54.0
4125,164,,2026-01-23 15:20:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,North America,hardcore,269.0
4126,227,6.0,2026-01-23 15:31:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,Europe,regular,110.0
4127,391,9.0,2026-01-23 15:33:18.196005,2026-01-23,15,Friday,4,1,False,PC,Europe,regular,47.0
4128,146,7.0,2026-01-23 15:35:18.196005,2026-01-23,15,Friday,4,1,False,PC,North America,casual,35.0
4129,268,6.0,2026-01-23 15:41:18.196005,2026-01-23,15,Friday,4,1,False,PC,North America,hardcore,190.0
4130,299,8.0,2026-01-23 15:44:18.196005,2026-01-23,15,Friday,4,1,False,PC,Asia,hardcore,221.0
4131,291,1.0,2026-01-23 15:47:18.196005,2026-01-23,15,Friday,4,1,False,PlayStation 5,South America,regular,71.0
4132,181,10.0,2026-01-23 15:53:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,South America,casual,26.0
4133,311,,2026-01-23 15:54:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,Asia,regular,99.0
4134,409,4.0,2026-01-23 15:55:18.196005,2026-01-23,15,Friday,4,1,False,PC,Asia,hardcore,238.0
4135,36,3.0,2026-01-23 15:56:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,Asia,regular,47.0
4136,80,3.0,2026-01-23 15:57:18.196005,2026-01-23,15,Friday,4,1,False,PlayStation 5,North America,regular,116.0
4137,223,6.0,2026-01-23 15:58:18.196005,2026-01-23,15,Friday,4,1,False,Xbox Series X,North America,regular,103.0
4138,78,9.0,2026-01-23 16:05:18.196005,2026-01-23,16,Friday,4,1,False,PC,Asia,regular,69.0
4139,6,10.0,2026-01-23 16:06:18.196005,2026-01-23,16,Friday,4,1,False,PlayStation 5,North America,hardcore,115.0
4140,28,,2026-01-23 16:06:18.196005,2026-01-23,16,Friday,4,1,False,PC,Oceania,hardcore,221.0
4141,213,10.0,2026-01-23 16:14:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,Asia,regular,108.0
4142,111,9.0,2026-01-23 16:18:18.196005,2026-01-23,16,Friday,4,1,False,PC,Asia,hardcore,222.0
4143,310,7.0,2026-01-23 16:20:18.196005,2026-01-23,16,Friday,4,1,False,PC,North America,regular,94.0
4144,292,7.0,2026-01-23 16:27:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,Europe,hardcore,129.0
4145,395,1.0,2026-01-23 16:28:18.196005,2026-01-23,16,Friday,4,1,False,PC,Europe,hardcore,210.0
4146,153,,2026-01-23 16:33:18.196005,2026-01-23,16,Friday,4,1,False,PC,South America,hardcore,151.0
4147,71,,2026-01-23 16:34:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,Europe,regular,56.0
4148,163,,2026-01-23 16:35:18.196005,2026-01-23,16,Friday,4,1,False,PC,North America,regular,58.0
4149,330,8.0,2026-01-23 16:35:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,North America,hardcore,153.0
4150,256,,2026-01-23 16:38:18.196005,2026-01-23,16,Friday,4,1,False,PlayStation 5,Asia,hardcore,235.0
4151,337,3.0,2026-01-23 16:40:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,North America,hardcore,174.0
4152,355,1.0,2026-01-23 16:40:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,North America,hardcore,230.0
4153,404,8.0,2026-01-23 16:44:18.196005,2026-01-23,16,Friday,4,1,False,PlayStation 5,North America,casual,22.0
4154,277,4.0,2026-01-23 16:46:18.196005,2026-01-23,16,Friday,4,1,False,PC,Europe,casual,39.0
4155,297,10.0,2026-01-23 16:46:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,North America,hardcore,208.0
4156,406,1.0,2026-01-23 16:53:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,Europe,casual,36.0
4157,353,10.0,2026-01-23 16:56:18.196005,2026-01-23,16,Friday,4,1,False,Xbox Series X,Europe,regular,87.0
4158,232,10.0,2026-01-23 16:56:18.196005,2026-01-23,16,Friday,4,1,False,PlayStation 5,North America,hardcore,131.0
4159,75,4.0,2026-01-23 17:01:18.196005,2026-01-23,17,Friday,4,1,False,PC,Asia,casual,46.0
4160,422,3.0,2026-01-23 17:03:18.196005,2026-01-23,17,Friday,4,1,False,PlayStation 5,Europe,casual,43.0
4161,331,,2026-01-23 17:05:18.196005,2026-01-23,17,Friday,4,1,False,Xbox Series X,Oceania,casual,39.0
4162,223,6.0,2026-01-23 17:06:18.196005,2026-01-23,17,Friday,4,1,False,Xbox Series X,North America,regular,70.0
4163,416,9.0,2026-01-23 17:12:18.196005,2026-01-23,17,Friday,4,1,False,PC,North America,casual,52.0
4164,256,,2026-01-23 17:14:18.196005,2026-01-23,17,Friday,4,1,False,PlayStation 5,Asia,hardcore,226.0
